title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
Vertical Metal File Cabinets From the People's Republic of China: Initiation of Countervailing Duty Investigation,Notice,Commerce Department; International Trade Administration,"", 2019-10936,https://www.federalregister.gov/documents/2019/05/24/2019-10936/vertical-metal-file-cabinets-from-the-peoples-republic-of-china-initiation-of-countervailing-duty,https://www.govinfo.gov/content/pkg/FR-2019-05-24/pdf/2019-10936.pdf,05/24/2019
Vertical Metal File Cabinets From the People's Republic of China: Initiation of Less-Than-Fair-Value Investigation,Notice,Commerce Department; International Trade Administration,"", 2019-10937,https://www.federalregister.gov/documents/2019/05/24/2019-10937/vertical-metal-file-cabinets-from-the-peoples-republic-of-china-initiation-of-less-than-fair-value,https://www.govinfo.gov/content/pkg/FR-2019-05-24/pdf/2019-10937.pdf,05/24/2019
Adjusting Imports of Steel Into the United States,Presidential Document,Executive Office of the President,"", 2019-11002,https://www.federalregister.gov/documents/2019/05/23/2019-11002/adjusting-imports-of-steel-into-the-united-states,https://www.govinfo.gov/content/pkg/FR-2019-05-23/pdf/2019-11002.pdf,05/23/2019
"Certain Quartz Surface Products From the People's Republic of China: Final Affirmative Determination of Sales at Less Than Fair Value, and Final Affirmative Determination of Critical Circumstances",Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) determines that certain quartz surface products (quartz surface products) from the People's Republic of China (China) are being, or are likely to be, sold in the United States at less than fair value (LTFV).", 2019-10800,https://www.federalregister.gov/documents/2019/05/23/2019-10800/certain-quartz-surface-products-from-the-peoples-republic-of-china-final-affirmative-determination,https://www.govinfo.gov/content/pkg/FR-2019-05-23/pdf/2019-10800.pdf,05/23/2019
Adjusting Imports of Steel Into the United States,Presidential Document,Executive Office of the President,"", 2019-10759,https://www.federalregister.gov/documents/2019/05/21/2019-10759/adjusting-imports-of-steel-into-the-united-states,https://www.govinfo.gov/content/pkg/FR-2019-05-21/pdf/2019-10759.pdf,05/21/2019
Circular Welded Carbon Quality Steel Pipe From the People's Republic of China: Preliminary Results of Antidumping Administrative Review and Partial Rescission; 2017-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily determines that none of the companies under review have demonstrated eligibility for a separate rate during the period of review (POR) July 1, 2017, through June 30, 2018. Interested parties are invited to comment on these preliminary results.", 2019-10437,https://www.federalregister.gov/documents/2019/05/20/2019-10437/circular-welded-carbon-quality-steel-pipe-from-the-peoples-republic-of-china-preliminary-results-of,https://www.govinfo.gov/content/pkg/FR-2019-05-20/pdf/2019-10437.pdf,05/20/2019
Dried Tart Cherries From the Republic of Turkey: Initiation of Countervailing Duty Investigation,Notice,Commerce Department; International Trade Administration,"", 2019-10438,https://www.federalregister.gov/documents/2019/05/20/2019-10438/dried-tart-cherries-from-the-republic-of-turkey-initiation-of-countervailing-duty-investigation,https://www.govinfo.gov/content/pkg/FR-2019-05-20/pdf/2019-10438.pdf,05/20/2019
Dried Tart Cherries From the Republic of Turkey: Initiation of Less-Than-Fair-Value Investigation,Notice,Commerce Department; International Trade Administration,"", 2019-10439,https://www.federalregister.gov/documents/2019/05/20/2019-10439/dried-tart-cherries-from-the-republic-of-turkey-initiation-of-less-than-fair-value-investigation,https://www.govinfo.gov/content/pkg/FR-2019-05-20/pdf/2019-10439.pdf,05/20/2019
Circular Welded Carbon Steel Pipes and Tubes From Thailand: Preliminary Results of Antidumping Duty Administrative Review and Preliminary Determination of No Shipments; 2017-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily finds that Saha Thai Steel Pipe (Public) Company, Ltd. (Saha Thai) made sales of subject merchandise at less than normal value during the period of review (POR) March 1, 2017 through February 28, 2018. We invite interested parties to comment on these preliminary results.", 2019-10271,https://www.federalregister.gov/documents/2019/05/17/2019-10271/circular-welded-carbon-steel-pipes-and-tubes-from-thailand-preliminary-results-of-antidumping-duty,https://www.govinfo.gov/content/pkg/FR-2019-05-17/pdf/2019-10271.pdf,05/17/2019
Steel Wheels From China,Notice,International Trade Commission,"", 2019-10230,https://www.federalregister.gov/documents/2019/05/17/2019-10230/steel-wheels-from-china,https://www.govinfo.gov/content/pkg/FR-2019-05-17/pdf/2019-10230.pdf,05/17/2019
"Request for Comments Concerning Proposed Modification of Action Pursuant to Section 301: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation",Notice,"Trade Representative, Office of United States","In accordance with the direction of the President, the U.S. Trade Representative (Trade Representative) proposes a modification of the action being taken in this Section 301 investigation of the acts, policies, and practices of the Government of China related to technology transfer, intellectual property, and innovation. The proposed modification is to take further action in the form of an additional ad valorem duty of up to 25 percent on products of China with an annual trade value of approximately $300 billion. The products subject to this proposed modification are classified in the HTSUS subheadings set out in the Annex to this notice. The Office of the U.S. Trade Representative (USTR) is seeking public comment and will hold a public hearing regarding this proposed modification.", 2019-10191,https://www.federalregister.gov/documents/2019/05/17/2019-10191/request-for-comments-concerning-proposed-modification-of-action-pursuant-to-section-301-chinas-acts,https://www.govinfo.gov/content/pkg/FR-2019-05-17/pdf/2019-10191.pdf,05/17/2019
Utility Scale Wind Towers From the People's Republic of China and the Socialist Republic of Vietnam: Continuation of Antidumping Duty Orders and Countervailing Duty Order,Notice,Commerce Department; International Trade Administration,"As a result of the determinations by the Department of Commerce (Commerce) and the International Trade Commission (ITC) that revocation of the antidumping duty (AD) orders on utility scale wind towers (wind towers) from the People's Republic of China (China) and the Socialist Republic of Vietnam (Vietnam), and revocation of the countervailing duty (CVD) order on wind towers from China would likely lead to a continuation or recurrence of dumping and countervailable subsidies, and material injury to an industry in the United States, Commerce is publishing a notice of continuation of these AD orders and the CVD order.", 2019-10270,https://www.federalregister.gov/documents/2019/05/17/2019-10270/utility-scale-wind-towers-from-the-peoples-republic-of-china-and-the-socialist-republic-of-vietnam,https://www.govinfo.gov/content/pkg/FR-2019-05-17/pdf/2019-10270.pdf,05/17/2019
"Foreign-Trade Zone (FTZ) 29-Louisville, Kentucky; Notification of Proposed Production Activity; LLFlex, LLC (Aluminum and Steel Cable Wraps), Louisville, Kentucky",Notice,Commerce Department; Foreign-Trade Zones Board,"", 2019-09906,https://www.federalregister.gov/documents/2019/05/14/2019-09906/foreign-trade-zone-ftz-29-louisville-kentucky-notification-of-proposed-production-activity-llflex,https://www.govinfo.gov/content/pkg/FR-2019-05-14/pdf/2019-09906.pdf,05/14/2019
"Notice of Product Exclusions: China's Acts, Policies, and Practices Related to Technology Transfer, Intellectual Property, and Innovation",Notice,"Trade Representative, Office of United States","Effective July 6, 2018, the U.S. Trade Representative (Trade Representative) imposed additional duties on goods of China with an annual trade value of approximately $34 billion (the $34 billion action) as part of the action in the Section 301 investigation of China's acts, policies, and practices related to technology transfer, intellectual property, and innovation. The Trade Representative's determination included a decision to establish a product exclusion process. The Trade Representative initiated the exclusion process in July 2018, and stakeholders have submitted requests for the exclusion of specific products. The Trade Representative granted exclusion requests in December 2018, March 2019, and April 2019. This notice announces the Trade Representative's determination to grant additional exclusion requests, as specified in the Annex to this notice. The Trade Representative will continue to issue decisions on pending requests on a periodic basis.", 2019-09872,https://www.federalregister.gov/documents/2019/05/14/2019-09872/notice-of-product-exclusions-chinas-acts-policies-and-practices-related-to-technology-transfer,https://www.govinfo.gov/content/pkg/FR-2019-05-14/pdf/2019-09872.pdf,05/14/2019
Energy Conservation Program: Test Procedure for Distribution Transformers,Proposed Rule,Energy Department,"The U.S. Department of Energy (``DOE'') proposes clarifying amendments to the test procedure for distribution transformers to revise and add definitions of certain terms, to incorporate revisions based on the latest versions of relevant Institute of Electrical and Electronics Engineers (IEEE) industry standards, and to specify the basis for voluntary representations at additional per-unit loads (PULs) and additional reference temperatures. The proposals in this NOPR are minor revisions that do not significantly change the test procedure. Therefore, none of the revisions would pose undue burden on manufacturers. DOE is seeking comment from interested parties on the proposal.", 2019-09218,https://www.federalregister.gov/documents/2019/05/10/2019-09218/energy-conservation-program-test-procedure-for-distribution-transformers,https://www.govinfo.gov/content/pkg/FR-2019-05-10/pdf/2019-09218.pdf,05/10/2019
Ceramic Tile From the People's Republic of China: Initiation of Countervailing Duty Investigation,Notice,Commerce Department; International Trade Administration,"", 2019-09452,https://www.federalregister.gov/documents/2019/05/08/2019-09452/ceramic-tile-from-the-peoples-republic-of-china-initiation-of-countervailing-duty-investigation,https://www.govinfo.gov/content/pkg/FR-2019-05-08/pdf/2019-09452.pdf,05/08/2019
Ceramic Tile From the People's Republic of China: Initiation of Less-Than-Fair-Value Investigation,Notice,Commerce Department; International Trade Administration,"", 2019-09451,https://www.federalregister.gov/documents/2019/05/08/2019-09451/ceramic-tile-from-the-peoples-republic-of-china-initiation-of-less-than-fair-value-investigation,https://www.govinfo.gov/content/pkg/FR-2019-05-08/pdf/2019-09451.pdf,05/08/2019
Exercise of Time-Limited Authority To Increase the Fiscal Year 2019 Numerical Limitation for the H-2B Temporary Nonagricultural Worker Program,Rule,Homeland Security Department; Labor Department; Employment and Training Administration,"The Secretary of Homeland Security, in consultation with the Secretary of Labor, has decided to increase the numerical limitation on H-2B nonimmigrant visas to authorize the issuance of up to, but not more than, an additional 30,000 visas through the end of Fiscal Year (FY) 2019. The Departments have determined that employers who attest that they are likely to suffer irreparable harm may request these supplemental visas only for workers who were issued an H-2B visa or otherwise granted H-2B status in FY 2016, 2017, or 2018. This increase is based on a time-limited statutory authority and does not affect the H-2B program in future fiscal years. The Departments are promulgating regulations to implement this determination.", 2019-09500,https://www.federalregister.gov/documents/2019/05/08/2019-09500/exercise-of-time-limited-authority-to-increase-the-fiscal-year-2019-numerical-limitation-for-the,https://www.govinfo.gov/content/pkg/FR-2019-05-08/pdf/2019-09500.pdf,05/08/2019
Large Residential Washers From Mexico and the Republic of Korea: Continuation of Antidumping Duty Order (Mexico) and Revocation of Antidumping and Countervailing Duty Orders (Korea),Notice,Commerce Department; International Trade Administration,"As a result of the determinations by the Department of Commerce (Commerce) and the International Trade Commission (ITC) that revocation of the antidumping (AD) duty order on large residential washers (washers) from Mexico would likely lead to continuation or recurrence of dumping and material injury to an industry in the United States, Commerce is publishing a notice of continuation of the AD duty order. In addition, as a result of the ITC's determination that revocation of the AD and countervailing duty (CVD) orders on washers from the Republic of Korea (Korea) is not likely to lead to continuation or recurrence of material injury to an industry in the United States, Commerce is revoking the AD and CVD orders on washers from Korea.", 2019-09213,https://www.federalregister.gov/documents/2019/05/06/2019-09213/large-residential-washers-from-mexico-and-the-republic-of-korea-continuation-of-antidumping-duty,https://www.govinfo.gov/content/pkg/FR-2019-05-06/pdf/2019-09213.pdf,05/06/2019
Diamond Sawblades and Parts Thereof From the People's Republic of China: Initiation of Anti-Circumvention Inquiry,Notice,Commerce Department; International Trade Administration,"In response to a request from Diamond Sawblades Manufacturers' Coalition (the petitioner), the Department of Commerce (Commerce) is initiating an anti-circumvention inquiry to determine whether certain imports of diamond sawblades and parts thereof (diamond sawblades) comprised of cores and segments produced in the People's Republic of China (China) and joined into finished diamond sawblades in, and exported from, Canada are circumventing the antidumping duty order on diamond sawblades from China.", 2019-09066,https://www.federalregister.gov/documents/2019/05/03/2019-09066/diamond-sawblades-and-parts-thereof-from-the-peoples-republic-of-china-initiation-of,https://www.govinfo.gov/content/pkg/FR-2019-05-03/pdf/2019-09066.pdf,05/03/2019
Antidumping Duty Investigation on Refillable Stainless Steel Kegs From Mexico: Preliminary Affirmative Determination of Critical Circumstances,Notice,Commerce Department; International Trade Administration,The Department of Commerce (Commerce) preliminarily determines that critical circumstances exist for imports of refillable stainless steel kegs (kegs) from Mexico., 2019-08956,https://www.federalregister.gov/documents/2019/05/02/2019-08956/antidumping-duty-investigation-on-refillable-stainless-steel-kegs-from-mexico-preliminary,https://www.govinfo.gov/content/pkg/FR-2019-05-02/pdf/2019-08956.pdf,05/02/2019
Steel Trailer Wheels From China; Scheduling of the Final Phase of Countervailing Duty and Antidumping Duty Investigations,Notice,International Trade Commission,"The Commission hereby gives notice of the scheduling of the final phase of antidumping and countervailing duty investigation Nos. 701-TA-609 and 731-TA-1421 (Final) pursuant to the Tariff Act of 1930 (``the Act'') to determine whether an industry in the United States is materially injured or threatened with material injury, or the establishment of an industry in the United States is materially retarded, by reason of imports of steel trailer wheels from China, provided for in subheading 8716.90.50 of the Harmonized Tariff Schedule of the United States, preliminarily determined by the Department of Commerce (``Commerce'') to be subsidized and sold at less-than-fair- value.", 2019-08899,https://www.federalregister.gov/documents/2019/05/02/2019-08899/steel-trailer-wheels-from-china-scheduling-of-the-final-phase-of-countervailing-duty-and-antidumping,https://www.govinfo.gov/content/pkg/FR-2019-05-02/pdf/2019-08899.pdf,05/02/2019
Large Diameter Welded Pipe From Canada: Antidumping Duty Order,Notice,Commerce Department; International Trade Administration,"Based on affirmative final determinations by the Department of Commerce (Commerce) and the International Trade Commission (ITC), Commerce is issuing an antidumping duty order on large diameter welded carbon and alloy steel line and structural pipe from Canada.", 2019-08955,https://www.federalregister.gov/documents/2019/05/02/2019-08955/large-diameter-welded-pipe-from-canada-antidumping-duty-order,https://www.govinfo.gov/content/pkg/FR-2019-05-02/pdf/2019-08955.pdf,05/02/2019
Large Diameter Welded Pipe From the Republic of Turkey: Countervailing Duty Order,Notice,Commerce Department; International Trade Administration,"Based on affirmative final determinations by the Department of Commerce (Commerce) and the International Trade Commission (ITC), Commerce is issuing a countervailing duty order on large diameter welded carbon and alloy steel structural pipe from the Republic of Turkey (Turkey).", 2019-08952,https://www.federalregister.gov/documents/2019/05/02/2019-08952/large-diameter-welded-pipe-from-the-republic-of-turkey-countervailing-duty-order,https://www.govinfo.gov/content/pkg/FR-2019-05-02/pdf/2019-08952.pdf,05/02/2019
Large Diameter Welded Pipe From the Republic of Korea: Countervailing Duty Order,Notice,Commerce Department; International Trade Administration,"Based on affirmative final determinations by the Department of Commerce (Commerce) and the International Trade Commission (ITC), Commerce is issuing a countervailing duty order on large diameter welded carbon and alloy steel line and structural pipe from the Republic of Korea (Korea).", 2019-08951,https://www.federalregister.gov/documents/2019/05/02/2019-08951/large-diameter-welded-pipe-from-the-republic-of-korea-countervailing-duty-order,https://www.govinfo.gov/content/pkg/FR-2019-05-02/pdf/2019-08951.pdf,05/02/2019
Large Diameter Welded Pipe From Greece: Amended Final Affirmative Antidumping Determination and Antidumping Duty Order,Notice,Commerce Department; International Trade Administration,"Based on affirmative final determinations by the Department of Commerce (Commerce) and the International Trade Commission (ITC), Commerce is issuing an antidumping duty order on large diameter welded carbon and alloy steel line pipe from Greece. In addition, Commerce is amending its final affirmative determination.", 2019-08954,https://www.federalregister.gov/documents/2019/05/02/2019-08954/large-diameter-welded-pipe-from-greece-amended-final-affirmative-antidumping-determination-and,https://www.govinfo.gov/content/pkg/FR-2019-05-02/pdf/2019-08954.pdf,05/02/2019
Large Diameter Welded Pipe From the Republic of Turkey: Amended Final Affirmative Antidumping Duty Determination and Antidumping Duty Order,Notice,Commerce Department; International Trade Administration,"Based on affirmative final determinations by the Department of Commerce (Commerce) and the International Trade Commission (ITC), Commerce is issuing an antidumping duty order on large diameter welded carbon and alloy steel line and structural pipe from the Republic of Turkey (Turkey). In addition, Commerce is amending its final affirmative determination.", 2019-08953,https://www.federalregister.gov/documents/2019/05/02/2019-08953/large-diameter-welded-pipe-from-the-republic-of-turkey-amended-final-affirmative-antidumping-duty,https://www.govinfo.gov/content/pkg/FR-2019-05-02/pdf/2019-08953.pdf,05/02/2019
Large Diameter Welded Pipe From the Republic of Korea: Amended Final Affirmative Antidumping Determination and Antidumping Duty Order,Notice,Commerce Department; International Trade Administration,"Based on affirmative final determinations by the Department of Commerce (Commerce) and the International Trade Commission (ITC), Commerce is issuing an antidumping duty order on large diameter welded carbon and alloy steel line and structural pipe from the Republic of Korea (Korea). In addition, Commerce is amending its final affirmative determination.", 2019-08950,https://www.federalregister.gov/documents/2019/05/02/2019-08950/large-diameter-welded-pipe-from-the-republic-of-korea-amended-final-affirmative-antidumping,https://www.govinfo.gov/content/pkg/FR-2019-05-02/pdf/2019-08950.pdf,05/02/2019
Initiation of Antidumping and Countervailing Duty Administrative Reviews,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) has received requests to conduct administrative reviews of various antidumping and countervailing duty orders and findings with February anniversary dates. In accordance with Commerce's regulations, we are initiating those administrative reviews.", 2019-08945,https://www.federalregister.gov/documents/2019/05/02/2019-08945/initiation-of-antidumping-and-countervailing-duty-administrative-reviews,https://www.govinfo.gov/content/pkg/FR-2019-05-02/pdf/2019-08945.pdf,05/02/2019
Prestressed Concrete Steel Rail Tie Wire From China and Mexico; Institution of Five-Year Reviews,Notice,International Trade Commission,"The Commission hereby gives notice that it has instituted reviews pursuant to the Tariff Act of 1930 (``the Act''), as amended, to determine whether revocation of the antidumping duty orders on prestressed concrete steel rail tie wire from China and Mexico would be likely to lead to continuation or recurrence of material injury. Pursuant to the Act, interested parties are requested to respond to this notice by submitting the information specified below to the Commission.", 2019-08668,https://www.federalregister.gov/documents/2019/05/01/2019-08668/prestressed-concrete-steel-rail-tie-wire-from-china-and-mexico-institution-of-five-year-reviews,https://www.govinfo.gov/content/pkg/FR-2019-05-01/pdf/2019-08668.pdf,05/01/2019
Steel Wire Garment Hangers From the People's Republic of China; 2017-2018; Partial Rescission of the Tenth Antidumping Duty Administrative Review,Notice,Commerce Department; International Trade Administration,"On December 11, 2018, the Department of Commerce (Commerce) published a notice of initiation of an administrative review of the antidumping duty order on steel wire garment hangers from the People's Republic of China (China). Based on M&B Metal Products Co., Ltd.'s (the petitioner) timely withdrawal of the requests for review of certain companies, we are now rescinding this administrative review for the period October 1, 2017, through September 30, 2018, with respect to two companies.", 2019-08827,https://www.federalregister.gov/documents/2019/05/01/2019-08827/steel-wire-garment-hangers-from-the-peoples-republic-of-china-2017-2018-partial-rescission-of-the,https://www.govinfo.gov/content/pkg/FR-2019-05-01/pdf/2019-08827.pdf,05/01/2019
"Antidumping or Countervailing Duty Order, Finding, or Suspended Investigation; Opportunity To Request Administrative Review",Notice,Commerce Department; International Trade Administration,"", 2019-08824,https://www.federalregister.gov/documents/2019/05/01/2019-08824/antidumping-or-countervailing-duty-order-finding-or-suspended-investigation-opportunity-to-request,https://www.govinfo.gov/content/pkg/FR-2019-05-01/pdf/2019-08824.pdf,05/01/2019
Initiation of Five-Year (Sunset) Reviews,Notice,Commerce Department; International Trade Administration,"In accordance with the Tariff Act of 1930, as amended (the Act), the Department of Commerce (Commerce) is automatically initiating the five-year reviews (Sunset Reviews) of the antidumping and countervailing duty (AD/CVD) order(s) listed below. The International Trade Commission (the Commission) is publishing concurrently with this notice its notice of Institution of Five-Year Reviews which covers the same order(s).", 2019-08825,https://www.federalregister.gov/documents/2019/05/01/2019-08825/initiation-of-five-year-sunset-reviews,https://www.govinfo.gov/content/pkg/FR-2019-05-01/pdf/2019-08825.pdf,05/01/2019
Certain Hot-Rolled Steel Flat Products From Australia: Final Results of Antidumping Duty Administrative Review; 2016-2017,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) determines that BlueScope Steel Ltd., BlueScope Steel (AIS) Pty Ltd., and BlueScope Steel Distribution Pty Ltd. (collectively, BlueScope) made sales of certain hot-rolled steel flat products from Australia at less than normal value during the period of review (POR), March 22, 2016, through September 30, 2017.", 2019-08707,https://www.federalregister.gov/documents/2019/04/30/2019-08707/certain-hot-rolled-steel-flat-products-from-australia-final-results-of-antidumping-duty,https://www.govinfo.gov/content/pkg/FR-2019-04-30/pdf/2019-08707.pdf,04/30/2019
Certain Hot-Rolled Steel Flat Products From the Republic of Korea; 2017-2018; Rescission of the Antidumping Duty Administrative Review in Part,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) is rescinding the administrative review, in part, of the antidumping duty order on certain hot-rolled steel flat products (hot-rolled steel) from the Republic of Korea (Korea) for the period October 1, 2017, through September 30, 2018.", 2019-08575,https://www.federalregister.gov/documents/2019/04/29/2019-08575/certain-hot-rolled-steel-flat-products-from-the-republic-of-korea-2017-2018-rescission-of-the,https://www.govinfo.gov/content/pkg/FR-2019-04-29/pdf/2019-08575.pdf,04/29/2019
Certain Passenger Vehicle and Light Truck Tires From the People's Republic of China: Final Results of Antidumping Duty Administrative Review and Final Determination of No Shipments; 2016-2017,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) determines that manufacturers/exporters of certain passenger vehicle and light truck tires (passenger tires) from the People's Republic of China (China), sold subject merchandise in the United States at prices below normal value (NV) during the period of review (POR) August 1, 2016, through July 31, 2017.", 2019-08454,https://www.federalregister.gov/documents/2019/04/26/2019-08454/certain-passenger-vehicle-and-light-truck-tires-from-the-peoples-republic-of-china-final-results-of,https://www.govinfo.gov/content/pkg/FR-2019-04-26/pdf/2019-08454.pdf,04/26/2019
Carbon and Alloy Steel Threaded Rod From India and the People's Republic of China: Postponement of Preliminary Determinations in the Countervailing Duty Investigations,Notice,Commerce Department; International Trade Administration,"", 2019-08345,https://www.federalregister.gov/documents/2019/04/25/2019-08345/carbon-and-alloy-steel-threaded-rod-from-india-and-the-peoples-republic-of-china-postponement-of,https://www.govinfo.gov/content/pkg/FR-2019-04-25/pdf/2019-08345.pdf,04/25/2019
Restrictions on Discontinued Uses of Asbestos; Significant New Use Rule,Rule,Environmental Protection Agency,"Under the Toxic Substances Control Act (TSCA), EPA is promulgating a rule to ensure that any discontinued uses of asbestos cannot re-enter the marketplace without EPA review, closing a loophole in the regulatory regime for asbestos.", 2019-08154,https://www.federalregister.gov/documents/2019/04/25/2019-08154/restrictions-on-discontinued-uses-of-asbestos-significant-new-use-rule,https://www.govinfo.gov/content/pkg/FR-2019-04-25/pdf/2019-08154.pdf,04/25/2019
Certain Steel Nails From the Socialist Republic of Vietnam: Rescission of Countervailing Duty Administrative Review; 2017,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) is rescinding the administrative review of the countervailing duty (CVD) order on certain steel nails (steel nails) from the Socialist Republic of Vietnam (Vietnam) for the period January 1, 2017, through December 31, 2017.", 2019-08271,https://www.federalregister.gov/documents/2019/04/24/2019-08271/certain-steel-nails-from-the-socialist-republic-of-vietnam-rescission-of-countervailing-duty,https://www.govinfo.gov/content/pkg/FR-2019-04-24/pdf/2019-08271.pdf,04/24/2019
"Certain Steel Nails From the People's Republic of China: Final Results of Antidumping Duty Administrative Review, and Final Determination of No Shipments; 2016-2017",Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) determines that certain steel nails (nails) from the People's Republic of China (China) were sold in the United States at less than normal value (NV) during the period of review (POR), August 1, 2016, through July 31, 2017.", 2019-08273,https://www.federalregister.gov/documents/2019/04/24/2019-08273/certain-steel-nails-from-the-peoples-republic-of-china-final-results-of-antidumping-duty,https://www.govinfo.gov/content/pkg/FR-2019-04-24/pdf/2019-08273.pdf,04/24/2019
Sodium Sulfate Anhydrous From Canada: Initiation of Less-Than-Fair-Value Investigation,Notice,Commerce Department; International Trade Administration,"", 2019-08272,https://www.federalregister.gov/documents/2019/04/24/2019-08272/sodium-sulfate-anhydrous-from-canada-initiation-of-less-than-fair-value-investigation,https://www.govinfo.gov/content/pkg/FR-2019-04-24/pdf/2019-08272.pdf,04/24/2019
Polyester Textured Yarn From the People's Republic of China: Preliminary Affirmative Determinations of Critical Circumstances in the Antidumping and Countervailing Duty Investigations,Notice,Commerce Department; International Trade Administration,The Department of Commerce (Commerce) preliminarily determines that critical circumstances exist with respect to all imports of polyester textured yarn (yarn) from the People's Republic of China (China)., 2019-08275,https://www.federalregister.gov/documents/2019/04/23/2019-08275/polyester-textured-yarn-from-the-peoples-republic-of-china-preliminary-affirmative-determinations-of,https://www.govinfo.gov/content/pkg/FR-2019-04-23/pdf/2019-08275.pdf,04/23/2019
Steel Racks From the People's Republic of China: Amended Preliminary Countervailing Duty Determination,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) is amending the scope of the countervailing duty (CVD) investigation of steel racks from China to conform with the scope published in the preliminary determination of the companion antidumping duty (AD) investigation of steel racks from China. The period of investigation is January 1, 2017, through December 31, 2017.", 2019-08004,https://www.federalregister.gov/documents/2019/04/22/2019-08004/steel-racks-from-the-peoples-republic-of-china-amended-preliminary-countervailing-duty-determination,https://www.govinfo.gov/content/pkg/FR-2019-04-22/pdf/2019-08004.pdf,04/22/2019
"Certain Steel Wheels 12 to 16.5 Inches in Diameter From the People's Republic of China: Preliminary Affirmative Determination of Sales at Less Than Fair Value, and Preliminary Affirmative Determination of Critical Circumstances",Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily determines that certain steel wheels 12 to 16.5 inches in diameter (certain steel wheels) from the People's Republic of China (China) are being sold in the United States at less than fair value (LTFV). The period of investigation (POI) is January 1, 2018, through June 30, 2018. Interested parties are invited to comment on this preliminary determination.", 2019-08005,https://www.federalregister.gov/documents/2019/04/22/2019-08005/certain-steel-wheels-12-to-165-inches-in-diameter-from-the-peoples-republic-of-china-preliminary,https://www.govinfo.gov/content/pkg/FR-2019-04-22/pdf/2019-08005.pdf,04/22/2019
Stainless Steel Butt-Weld Pipe Fittings From Italy: Preliminary Results and Partial Rescission of Antidumping Duty Administrative Review; 2017-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) preliminarily finds that Filmag Italia Spa (Filmag) did not make sales of stainless steel butt- weld pipe fittings (SSBW pipe fittings) from Italy at less than normal value during the period of review (POR) February 1, 2017, through January 31, 2018. In addition, we are rescinding the review in part with respect to one company for which the request for review was timely withdrawn. Interested parties are invited to comment on these preliminary results.", 2019-07924,https://www.federalregister.gov/documents/2019/04/19/2019-07924/stainless-steel-butt-weld-pipe-fittings-from-italy-preliminary-results-and-partial-rescission-of,https://www.govinfo.gov/content/pkg/FR-2019-04-19/pdf/2019-07924.pdf,04/19/2019
"Large Diameter Welded Pipe From Canada, Greece, Korea, and Turkey",Notice,International Trade Commission,"", 2019-07898,https://www.federalregister.gov/documents/2019/04/19/2019-07898/large-diameter-welded-pipe-from-canada-greece-korea-and-turkey,https://www.govinfo.gov/content/pkg/FR-2019-04-19/pdf/2019-07898.pdf,04/19/2019
Taking and Importing Marine Mammals; Taking Marine Mammals Incidental to U.S. Navy Marine Structure Maintenance and Pile Replacement in Washington,Rule,Commerce Department; National Oceanic and Atmospheric Administration,"NMFS, upon request of the U.S. Navy (Navy), hereby issues regulations to govern the unintentional taking of marine mammals incidental to conducting construction activities related to marine structure maintenance and pile replacement at facilities in Washington, over the course of five years. These regulations, which allow for the issuance of Letters of Authorization (LOA) for the incidental take of marine mammals during the described activities and specified timeframes, prescribe the permissible methods of taking and other means of effecting the least practicable adverse impact on marine mammal species or stocks and their habitat, as well as requirements pertaining to the monitoring and reporting of such taking.", 2019-07513,https://www.federalregister.gov/documents/2019/04/17/2019-07513/taking-and-importing-marine-mammals-taking-marine-mammals-incidental-to-us-navy-marine-structure,https://www.govinfo.gov/content/pkg/FR-2019-04-17/pdf/2019-07513.pdf,04/17/2019
Certain Hot-Rolled Steel Flat Products From the Netherlands: Rescission of Antidumping Duty Administrative Review; 2017-2018,Notice,Commerce Department; International Trade Administration,"The Department of Commerce (Commerce) is rescinding the administrative review of the antidumping duty order on certain hot- rolled steel flat products from the Netherlands for the period October 1, 2017, through September 30, 2018.", 2019-07538,https://www.federalregister.gov/documents/2019/04/16/2019-07538/certain-hot-rolled-steel-flat-products-from-the-netherlands-rescission-of-antidumping-duty,https://www.govinfo.gov/content/pkg/FR-2019-04-16/pdf/2019-07538.pdf,04/16/2019
